,Browser,OS,after,after_text,age,assess,before,before_text,comments,education,enjoyment,fairprice,gender,hasty_subject,how_did_it_go,in_between,is_valid,language,n_symptoms,negated_response,parse_error,parser_feedback,positive_response,problems,prompt,query_type,response,rt,screenH,screenW,secondary_response,secondary_response_type,session_index,start,time,time_in_minutes,trial_level,variable,workerid
12,Chrome,Windows,.,.,30,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nC'>{{}}</span>.<br/></span><span class='variable_word positive_nC'>{{}}</span> because ,Taylor does not have heart disease.Taylor has a good diet and exercises.Taylor has a good diet and exercises because ,,3,1,1.50,Male,False,it was good at learning and asking questions but not grammar,NA,True,English,NA,That isn't <span class='variable_word name'>{{}}</span>'s lifestyle,False,,That is <span class='variable_word name'>{{}}</span>'s lifestyle,no,NA,text,that is his lifestyle,23.586,1200.0,1920.0,NA,NA,0.0,1521037390388,1521037528188,3.3922333333333334,2,nCpC,82
13,Chrome,Windows,.,.,30,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_nC'>{{}}</span>.<br/></span><span class='variable_word negated_nC'>{{}}</span> because ,Eli has heart disease.Eli did not have a good diet and exercises.Eli did not have a good diet and exercises because ,,3,1,1.50,Male,False,it was good at learning and asking questions but not grammar,NA,True,English,NA,<span class='variable_word name'>{{}}</span> wasn't raised poorly,False,,<span class='variable_word name'>{{}}</span> was raised poorly,no,NA,text,he was raised poorly,8.539,1200.0,1920.0,NA,NA,0.0,1521037390388,1521037537037,3.3922333333333334,2,nCnC,82
14,Chrome,Windows,.,.,30,Yes,"<span class='history'><span class='variable_word positive_nC'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nC'>{{}}</span>, ","Sal has a good diet and exercises.Because Sal has a good diet and exercises, ",,3,1,1.50,Male,False,it was good at learning and asking questions but not grammar,NA,True,English,NA,<span class='variable_word name'>{{}}</span> does  have heart disease,False,,<span class='variable_word name'>{{}}</span> does not have heart disease,no,NA,text,he does not have heart disease,7.107,1200.0,1920.0,NA,NA,0.0,1521037390388,1521037544444,3.3922333333333334,2,nCpR,82
15,Chrome,Windows,.,.,30,Yes,"<span class='history'><span class='variable_word negated_pC'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pC'>{{}}</span>, ","Avery does  get enough exercise.Because Avery does  get enough exercise, ",,3,1,1.50,Male,False,it was good at learning and asking questions but not grammar,NA,True,English,NA,<span class='variable_word name'>{{}}</span> isn't at risk for heart disease,False,,<span class='variable_word name'>{{}}</span> is at risk for heart disease,no,NA,text,he is at risk for heart disease,8.185,1200.0,1920.0,NA,NA,0.0,1521037390388,1521037552929,3.3922333333333334,2,pCnR,82
16,Chrome,Windows,.,.,30,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pC'>{{}}</span>.<br/></span><span class='variable_word positive_pC'>{{}}</span> because ,Jo has heart disease.Jo does not get enough exercise.Jo does not get enough exercise because ,,3,1,1.50,Male,False,it was good at learning and asking questions but not grammar,NA,True,English,NA,<span class='variable_word name'>{{}}</span> isn't just too busy,False,,<span class='variable_word name'>{{}}</span> is just too busy,no,NA,text,she is just too busy,6.735,1200.0,1920.0,NA,NA,0.0,1521037390388,1521037560033,3.3922333333333334,2,pCpC,82
0,Chrome,Windows,.,.,28,No,<span class='variable_word name'>{{}}</span> has an illness. <span class='variable_word HHe'>{{}}</span> has ,Drew has an illness. She has ,,NA,0,,Male,False,Not good.,NA,True,english,NA,Lung did not cancer,False,NA,Lung cancer,,NA,text,lung cancer,3.958,1027.0,1825.0,NA,NA,0.0,1521030956005,1521030962761,5.7678,0,D,83
1,Chrome,Windows,.,.,28,No,<span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span> because ,Eli has lung cancer because ,,NA,0,,Male,False,Not good.,NA,True,english,NA,Eli isn't ill.,False,,Eli is ill.,,NA,text,Eli is ill.,13.711,1027.0,1825.0,NA,NA,0.0,1521030956005,1521030976900,5.7678,1,pC,83
2,Chrome,Windows,.,.,28,No,<span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span> because ,Eli has lung cancer because ,,NA,0,,Male,False,Not good.,NA,True,english,NA,Eli isn't ill.,False,,Eli is ill.,,NA,text,Eli is ill.,13.719,1027.0,1825.0,NA,NA,0.0,1521030956005,1521030976906,5.7678,1,pC,83
3,Chrome,Windows,.,.,28,No,"Because <span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>, ","Because Ash does not have lung cancer, ",,NA,0,,Male,False,Not good.,NA,True,english,NA,Because ash is  ill,False,,Because ash is not ill,,NA,text,because ash is not ill,8.414,1027.0,1825.0,NA,NA,0.0,1521030956005,1521030985799,5.7678,1,nR,83
4,Chrome,Windows,.,.,28,No,"Because <span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>, ","Because Ash does not have lung cancer, ",,NA,0,,Male,False,Not good.,NA,True,english,NA,Because ash is  ill,False,,Because ash is not ill,,NA,text,because ash is not ill,8.409,1027.0,1825.0,NA,NA,0.0,1521030956005,1521030985794,5.7678,1,nR,83
5,Chrome,Windows,.,.,28,No,<span class='history'><span class='variable_word negated_pR'>{{}}</span>.<br/></span><span class='variable_word negated_pR'>{{}}</span> because ,{{}}.{{}} because ,,NA,0,,Male,False,Not good.,NA,True,english,NA,did not Ill,False,,Ill,,NA,text,ill,192.042,1027.0,1825.0,NA,NA,0.0,1521030956005,1521031178336,5.7678,2,pRnC,83
6,Chrome,Windows,.,.,28,No,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pC'>{{}}</span>.<br/></span><span class='variable_word negated_pC'>{{}}</span> because ,Alex does not have lung cancer.Eli isn't ill..Eli isn't ill. because ,,NA,0,,Male,False,Not good.,NA,True,english,NA,Their  sick,False,,Their not sick,,NA,text,their not sick,7.455,1027.0,1825.0,NA,NA,0.0,1521030956005,1521031186226,5.7678,2,pCnC,83
7,Chrome,Windows,.,.,28,No,"<span class='history'><span class='variable_word negated_nR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_nR'>{{}}</span>, ","Because ash is  ill.Because Because ash is  ill, ",,NA,0,,Male,False,Not good.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> isn't sick,False,,<span class='variable_word name'>{{}}</span>'s sick,,NA,text,he's sick,11.414,1027.0,1825.0,NA,NA,0.0,1521030956005,1521031198091,5.7678,2,nRnR,83
8,Chrome,Windows,.,.,28,No,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pR'>{{}}</span>, ","Casey does not have lung cancer.{{}}.Because {{}}, ",,NA,0,,Male,False,Not good.,NA,True,english,NA,did not Ill,False,,Ill,,NA,text,ill,3.545,1027.0,1825.0,NA,NA,0.0,1521030956005,1521031202065,5.7678,2,pRnR,83
9,Chrome,Windows,.,.,28,No,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nC'>{{}}</span>.<br/></span><span class='variable_word positive_nC'>{{}}</span> because ,Sal does not have lung cancer.{{}}.{{}} because ,,NA,0,,Male,False,Not good.,NA,True,english,NA,did not Ill,False,,Ill,,NA,text,ill,1.883,1027.0,1825.0,NA,NA,0.0,1521030956005,1521031204224,5.7678,2,nCpC,83
10,Chrome,Windows,.,.,28,No,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_nC'>{{}}</span>.<br/></span><span class='variable_word negated_nC'>{{}}</span> because ,Jess has lung cancer.{{}}.{{}} because ,,NA,0,,Male,False,Not good.,NA,True,english,NA,did not Ill,False,,Ill,,NA,text,ill,2.763,1027.0,1825.0,NA,NA,0.0,1521030956005,1521031207270,5.7678,2,nCnC,83
11,Chrome,Windows,.,.,28,No,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pC'>{{}}</span>.<br/></span><span class='variable_word positive_pC'>{{}}</span> because ,Chris has lung cancer.Eli is ill..Eli is ill. because ,,NA,0,,Male,False,Not good.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> isn't sick,False,,<span class='variable_word name'>{{}}</span>'s sick,,NA,text,he's sick,5.894,1027.0,1825.0,NA,NA,0.0,1521030956005,1521031213406,5.7678,2,pCpC,83
12,Chrome,Windows,.,.,28,No,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nR'>{{}}</span>, ","Jordan does not have lung cancer.Because ash is not ill.Because Because ash is not ill, ",,NA,0,,Male,False,Not good.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> is  sick,False,,<span class='variable_word name'>{{}}</span> is not sick,,NA,text,he is not sick,5.912,1027.0,1825.0,NA,NA,0.0,1521030956005,1521031219750,5.7678,2,nRpR,83
13,Chrome,Windows,.,.,28,No,"<span class='history'><span class='variable_word positive_nC'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nC'>{{}}</span>, ","{{}}.Because {{}}, ",,NA,0,,Male,False,Not good.,NA,True,english,NA,did not Ill,False,,Ill,,NA,text,ill,1.879,1027.0,1825.0,NA,NA,0.0,1521030956005,1521031222090,5.7678,2,nCpR,83
14,Chrome,Windows,.,.,28,No,"<span class='history'><span class='variable_word negated_pC'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pC'>{{}}</span>, ","Eli isn't ill..Because Eli isn't ill., ",,NA,0,,Male,False,Not good.,NA,True,english,NA,did not Ill,False,,Ill,,NA,text,ill,1.85,1027.0,1825.0,NA,NA,0.0,1521030956005,1521031224235,5.7678,2,pCnR,83
15,Chrome,Windows,.,.,28,No,<span class='history'><span class='variable_word positive_nR'>{{}}</span>.<br/></span><span class='variable_word positive_nR'>{{}}</span> because ,Because ash is not ill.Because ash is not ill because ,,NA,0,,Male,False,Not good.,NA,True,english,NA,<span class='variable_word name'>{{}}</span>'s  sick,False,,<span class='variable_word name'>{{}}</span>'s not sick,,NA,text,he's not sick,6.333,1027.0,1825.0,NA,NA,0.0,1521030956005,1521031230849,5.7678,2,nRpC,83
16,Chrome,Windows,.,.,28,No,"<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_pR'>{{}}</span>, ","Jamie has lung cancer.{{}}.Because {{}}, ",,NA,0,,Male,False,Not good.,NA,True,english,NA,did not Ill,False,,Ill,,NA,text,ill,47.139,1027.0,1825.0,NA,NA,0.0,1521030956005,1521031278421,5.7678,2,pRpR,83
0,Chrome,Windows,.,.,21,Yes,<span class='variable_word name'>{{}}</span> has an illness. <span class='variable_word HHe'>{{}}</span> has ,Nat has an illness. He has ,,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,Lung did not cancer,False,NA,Lung cancer,One sentence did not make sense,NA,text,lung cancer,3.045,768.0,1366.0,NA,NA,0.0,1521030329057,1521030355464,6.503816666666666,0,D,84
1,Chrome,Windows,.,.,21,Yes,<span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span> because ,Robin does not have lung cancer because ,,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,<span class='variable_word name'>{{}}</span> is  ill,False,,<span class='variable_word name'>{{}}</span> is not ill,One sentence did not make sense,NA,text,he is not ill,11.847,768.0,1366.0,NA,NA,0.0,1521030329057,1521030368215,6.503816666666666,1,nC,84
2,Chrome,Windows,.,.,21,Yes,"Because <span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>, ","Because Taylor does not have lung cancer, ",,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,<span class='variable_word name'>{{}}</span> does  need cancer treatment,False,,<span class='variable_word name'>{{}}</span> does not need cancer treatment,One sentence did not make sense,NA,text,he does not need cancer treatment,14.447,768.0,1366.0,NA,NA,0.0,1521030329057,1521030383342,6.503816666666666,1,nR,84
3,Chrome,Windows,.,.,21,Yes,<span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span> because ,Casey has lung cancer because ,,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,Casey hasn't been infected by cancer causing cells,False,weird,Casey has been infected by cancer causing cells,One sentence did not make sense,NA,text,Casey has been infected by cancer causing cells,76.609,768.0,1366.0,NA,NA,0.0,1521030329057,1521030460613,6.503816666666666,1,pC,84
4,Chrome,Windows,.,.,21,Yes,"Because <span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>, ","Because Madison has lung cancer, ",,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,Madison won't probably receive lung cancer treatment,False,,Madison will probably receive lung cancer treatment,One sentence did not make sense,NA,text,Madison will probably receive lung cancer treatment,15.522,768.0,1366.0,NA,NA,0.0,1521030329057,1521030477397,6.503816666666666,1,pR,84
5,Chrome,Windows,.,.,21,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pR'>{{}}</span>, ","Drew does not have lung cancer.Madison won't probably receive lung cancer treatment.Because Madison won't probably receive lung cancer treatment, ",,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,<span class='variable_word name'>{{}}</span> will have to pay medical fees,False,,<span class='variable_word name'>{{}}</span> won't have to pay medical fees,One sentence did not make sense,NA,text,she won't have to pay medical fees,16.23,768.0,1366.0,NA,NA,0.0,1521030329057,1521030494349,6.503816666666666,2,pRnR,84
6,Chrome,Windows,.,.,21,Yes,<span class='history'><span class='variable_word negated_pR'>{{}}</span>.<br/></span><span class='variable_word negated_pR'>{{}}</span> because ,Madison won't probably receive lung cancer treatment.Madison won't probably receive lung cancer treatment because ,,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,Madison does have cancer,False,,Madison doesn't have cancer,One sentence did not make sense,NA,text, Madison doesn't have cancer,23.666,768.0,1366.0,NA,NA,0.0,1521030329057,1521030518869,6.503816666666666,2,pRnC,84
7,Chrome,Windows,.,.,21,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nC'>{{}}</span>.<br/></span><span class='variable_word positive_nC'>{{}}</span> because ,Sal does not have lung cancer.Sal is not ill.Sal is not ill because ,,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,<span class='variable_word name'>{{}}</span> isn't healthy,False,,<span class='variable_word name'>{{}}</span> is healthy,One sentence did not make sense,NA,text,he is healthy,7.432,768.0,1366.0,NA,NA,0.0,1521030329057,1521030527084,6.503816666666666,2,nCpC,84
8,Chrome,Windows,.,.,21,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nR'>{{}}</span>, ","Ash does not have lung cancer.Ash does not need cancer treatment.Because Ash does not need cancer treatment, ",,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,<span class='variable_word name'>{{}}</span> does  need to visit a doctor,False,,<span class='variable_word name'>{{}}</span> does not need to visit a doctor,One sentence did not make sense,NA,text,he does not need to visit a doctor,11.958,768.0,1366.0,NA,NA,0.0,1521030329057,1521030539765,6.503816666666666,2,nRpR,84
9,Chrome,Windows,.,.,21,Yes,"<span class='history'><span class='variable_word negated_nR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_nR'>{{}}</span>, ","Pat does  need cancer treatment.Because Pat does  need cancer treatment, ",,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not need to go to a hospital,False,,<span class='variable_word name'>{{}}</span> needs to go to a hospital,One sentence did not make sense,NA,text,he needs to go to a hospital,8.738,768.0,1366.0,NA,NA,0.0,1521030329057,1521030549253,6.503816666666666,2,nRnR,84
10,Chrome,Windows,.,.,21,Yes,"<span class='history'><span class='variable_word negated_pC'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pC'>{{}}</span>, ","Casey hasn't been infected by cancer causing cells.Because Casey hasn't been infected by cancer causing cells, ",,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,<span class='variable_word name'>{{}}</span> does  have cancer,False,,<span class='variable_word name'>{{}}</span> does not have cancer,One sentence did not make sense,NA,text,she does not have cancer,13.184,768.0,1366.0,NA,NA,0.0,1521030329057,1521030563325,6.503816666666666,2,pCnR,84
11,Chrome,Windows,.,.,21,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_nC'>{{}}</span>.<br/></span><span class='variable_word negated_nC'>{{}}</span> because ,Jo has lung cancer.Jo is  ill.Jo is  ill because ,,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,Jo's immune system hasn't been attacked,False,,Jo's immune system has been attacked,One sentence did not make sense,NA,text,Jo's immune system has been attacked,16.891,768.0,1366.0,NA,NA,0.0,1521030329057,1521030582726,6.503816666666666,2,nCnC,84
12,Chrome,Windows,.,.,21,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pC'>{{}}</span>.<br/></span><span class='variable_word negated_pC'>{{}}</span> because ,Jamie does not have lung cancer.Casey hasn't been infected by cancer causing cells.Casey hasn't been infected by cancer causing cells because ,,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,<span class='variable_word name'>{{}}</span>'s immune system isn't still functioning as normal,False,,<span class='variable_word name'>{{}}</span>'s immune system is still functioning as normal,One sentence did not make sense,NA,text,her immune system is still functioning as normal,22.724,768.0,1366.0,NA,NA,0.0,1521030329057,1521030606196,6.503816666666666,2,pCnC,84
13,Chrome,Windows,.,.,21,Yes,<span class='history'><span class='variable_word positive_nR'>{{}}</span>.<br/></span><span class='variable_word positive_nR'>{{}}</span> because ,Chris does not need cancer treatment.Chris does not need cancer treatment because ,,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,Chris does  have cancer cells,False,,Chris does not have cancer cells,One sentence did not make sense,NA,text,Chris does not have cancer cells,9.535,768.0,1366.0,NA,NA,0.0,1521030329057,1521030616501,6.503816666666666,2,nRpC,84
14,Chrome,Windows,.,.,21,Yes,"<span class='history'><span class='variable_word positive_nC'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nC'>{{}}</span>, ","Jess is not ill.Because Jess is not ill, ",,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,Jess isn't considered normal or in a healthy state,False,,Jess is considered normal or in a healthy state,One sentence did not make sense,NA,text,Jess is considered normal or in a healthy state,13.61,768.0,1366.0,NA,NA,0.0,1521030329057,1521030630869,6.503816666666666,2,nCpR,84
15,Chrome,Windows,.,.,21,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pC'>{{}}</span>.<br/></span><span class='variable_word positive_pC'>{{}}</span> because ,Eli has lung cancer.Casey has been infected by cancer causing cells.Casey has been infected by cancer causing cells because ,,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,Cancer cells have did not enter <span class='variable_word name'>{{}}</span>'s body,False,,Cancer cells have entered <span class='variable_word name'>{{}}</span>'s body,One sentence did not make sense,NA,text,cancer cells have entered her body,17.496,768.0,1366.0,NA,NA,0.0,1521030329057,1521030649245,6.503816666666666,2,pCpC,84
16,Chrome,Windows,.,.,21,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_pR'>{{}}</span>, ","Sam has lung cancer.Madison will probably receive lung cancer treatment.Because Madison will probably receive lung cancer treatment, ",,1,1,$7 an hour,Male,False,It was like talking to a child,NA,True,English,NA,Madison won't probably go to a hospital,False,,Madison will probably go to a hospital,One sentence did not make sense,NA,text,Madison will probably go to a hospital,19.468,768.0,1366.0,NA,NA,0.0,1521030329057,1521030669468,6.503816666666666,2,pRpR,84
0,Chrome,Windows,.,.,24,Yes,<span class='variable_word name'>{{}}</span> has an illness. <span class='variable_word HHe'>{{}}</span> has ,Ash has an illness. He has ,,2,1,1.50,Female,True,loved it,NA,True,english,NA,did not Diabetes,False,NA,Diabetes,no,NA,text,diabetes,2.83,768.0,1366.0,NA,NA,0.0,1521040316064,1521040516554,6.6379166666666665,0,D,85
1,Chrome,Windows,.,.,24,Yes,"Because <span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>, ","Because Jordan does not have diabetes, ",,2,1,1.50,Female,True,loved it,NA,True,english,NA,<span class='variable_word name'>{{}}</span> does  have an illness,False,,<span class='variable_word name'>{{}}</span> does not have an illness,no,NA,text,he does not have an illness,10.522,768.0,1366.0,NA,NA,0.0,1521040316064,1521040527592,6.6379166666666665,1,nR,85
2,Chrome,Windows,.,.,24,Yes,"Because <span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>, ","Because Pat has diabetes, ",,2,1,1.50,Female,True,loved it,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did not have an illness,False,,<span class='variable_word name'>{{}}</span> has an illness,no,NA,text,he has an illness ,6.087,768.0,1366.0,NA,NA,0.0,1521040316064,1521040534160,6.6379166666666665,1,pR,85
3,Chrome,Windows,.,.,24,Yes,<span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span> because ,Alex has diabetes because ,,2,1,1.50,Female,True,loved it,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did not have poor genetics,False,,<span class='variable_word name'>{{}}</span> has poor genetics,no,NA,text,he has poor genetics,9.531,768.0,1366.0,NA,NA,0.0,1521040316064,1521040544152,6.6379166666666665,1,pC,85
4,Chrome,Windows,.,.,24,Yes,<span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span> because ,Jamie does not have diabetes because ,,2,1,1.50,Female,True,loved it,NA,True,english,NA,<span class='variable_word name'>{{}}</span> does eat much sugar,False,,<span class='variable_word name'>{{}}</span> doesn't eat much sugar,no,NA,text,she doesn't eat much sugar,9.359,768.0,1366.0,NA,NA,0.0,1521040316064,1521040553969,6.6379166666666665,1,nC,85
5,Chrome,Windows,.,.,24,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nR'>{{}}</span>, ","Chris does not have diabetes.Chris does not have an illness.Because Chris does not have an illness, ",,2,1,1.50,Female,True,loved it,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did not live a happy life,False,,<span class='variable_word name'>{{}}</span> lives a happy life,no,NA,text,he lives a happy life ,17.329,768.0,1366.0,NA,NA,0.0,1521040316064,1521040571777,6.6379166666666665,2,nRpR,85
6,Chrome,Windows,.,.,24,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pC'>{{}}</span>.<br/></span><span class='variable_word negated_pC'>{{}}</span> because ,Jo does not have diabetes.Jo did not have poor genetics.Jo did not have poor genetics because ,,2,1,1.50,Female,True,loved it,NA,True,english,NA,<span class='variable_word name'>{{}}</span>'s parents did not have good genes,False,,<span class='variable_word name'>{{}}</span>'s parents had good genes,no,NA,text,her parents had good genes,13.96,768.0,1366.0,NA,NA,0.0,1521040316064,1521040586193,6.6379166666666665,2,pCnC,85
7,Chrome,Windows,.,.,24,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_pR'>{{}}</span>, ","Jess has diabetes.Jess has an illness.Because Jess has an illness, ",,2,1,1.50,Female,True,loved it,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did not have to watch what <span class='variable_word he'>{{}}</span> eats,False,,<span class='variable_word name'>{{}}</span> has to watch what <span class='variable_word he'>{{}}</span> eats,no,NA,text,she has to watch what she eats,8.348,768.0,1366.0,NA,NA,0.0,1521040316064,1521040595017,6.6379166666666665,2,pRpR,85
8,Chrome,Windows,.,.,24,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pC'>{{}}</span>.<br/></span><span class='variable_word positive_pC'>{{}}</span> because ,Taylor has diabetes.Taylor has poor genetics.Taylor has poor genetics because ,,2,1,1.50,Female,True,loved it,NA,True,english,NA,<span class='variable_word name'>{{}}</span>'s parents did not have poor genes,False,,<span class='variable_word name'>{{}}</span>'s parents have poor genes,no,NA,text,her parents have poor genes,8.945,768.0,1366.0,NA,NA,0.0,1521040316064,1521040604441,6.6379166666666665,2,pCpC,85
9,Chrome,Windows,.,.,24,Yes,"<span class='history'><span class='variable_word negated_nR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_nR'>{{}}</span>, ","Nat does  have an illness.Because Nat does  have an illness, ",,2,1,1.50,Female,True,loved it,NA,True,english,NA,<span class='variable_word name'>{{}}</span> does  worry about getting sick,False,,<span class='variable_word name'>{{}}</span> does not worry about getting sick,no,NA,text,he does not worry about getting sick ,8.266,768.0,1366.0,NA,NA,0.0,1521040316064,1521040613201,6.6379166666666665,2,nRnR,85
10,Chrome,Windows,.,.,24,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_nC'>{{}}</span>.<br/></span><span class='variable_word negated_nC'>{{}}</span> because ,Tracy has diabetes.Tracy does eat much sugar.Tracy does eat much sugar because ,,2,1,1.50,Female,True,loved it,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did not like to be healthy,False,,<span class='variable_word name'>{{}}</span> likes to be healthy,no,NA,text,she likes to be healthy,8.987,768.0,1366.0,NA,NA,0.0,1521040316064,1521040622681,6.6379166666666665,2,nCnC,85
11,Chrome,Windows,.,.,24,Yes,"<span class='history'><span class='variable_word positive_nC'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nC'>{{}}</span>, ","Eli doesn't eat much sugar.Because Eli doesn't eat much sugar, ",,2,1,1.50,Female,True,loved it,NA,True,english,NA,<span class='variable_word name'>{{}}</span> does  have diabetes,False,,<span class='variable_word name'>{{}}</span> does not have diabetes,no,NA,text,he does not have diabetes,8.098,768.0,1366.0,NA,NA,0.0,1521040316064,1521040631294,6.6379166666666665,2,nCpR,85
12,Chrome,Windows,.,.,24,Yes,<span class='history'><span class='variable_word negated_pR'>{{}}</span>.<br/></span><span class='variable_word negated_pR'>{{}}</span> because ,Drew did not have an illness.Drew did not have an illness because ,,2,1,1.50,Female,True,loved it,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did not live a healthy life,False,,<span class='variable_word name'>{{}}</span> lived a healthy life,no,NA,text,he lived a healthy life,16.387,768.0,1366.0,NA,NA,0.0,1521040316064,1521040648139,6.6379166666666665,2,pRnC,85
